Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
cc5ac03c-3aa3-52fe-a383-3c1a207d51d5,Alcester,19:30,1hr 30mins,B49 5DX,52.214387,-1.872621,Methodist Church,Priory Rd,cornering.informed.text,Thursday,False,True,True,True,'Open' mtgs on request.,,No mtg will be held on election days as venue is a polling station.,,,England,Alcoholics Anonymous
1406bf2a-aa35-50ec-9466-90d230178c52,Bishopbriggs,20:00,1hr 45mins,G64 2QR,55.914527,-4.199393,Moulsdale Foundation,"123 Westerhill Rd,Bishopbriggs",factories.shirts.adopt,Tuesday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
8aee45a6-668b-59bb-aaea-1c8fb83d4da5,Bishopbriggs,19:30,1hr 45mins,G64 2QR,55.914527,-4.199393,Moulsdale Foundation,"123 Westerhill Rd,Bishopbriggs",factories.shirts.adopt,Friday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
bc49fc70-594d-5e16-b69d-6544e7898a7f,Bristol Courage To Change,19:30,1hr,BS48 3HQ,51.412436,-2.743521,West Town Methodist Church,"West Town Rd,Backwell",dissolves.crusaders.paths,Tuesday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
8bb9d1a1-7103-5cca-bb9b-0816daed5a38,Chesterfield Daily Reflection,13:00,1hr,S40 4QU,53.243311,-1.459472,Loundsley Green Community Centre,Cuttholme Rd,yarn.blossom.tadpoles,Monday,False,True,False,True,'Open' mtgs on request.,,,,,England,Alcoholics Anonymous
48ce4aac-61fe-5387-bc44-1a769106f52d,First Thamesmead,20:00,1hr 30mins,SE2 9UE,51.49401,0.127351,Church Of The Cross,Lensbury Way,upon.losses.needed,Tuesday,False,True,False,True,Last Tue each mnth 'open'.,,,,,England,Alcoholics Anonymous
13dba2f4-6606-5d56-b30f-fe36c9744fbf,Harefield New Beginnings,18:30,1hr,UB9 6BU,51.603534,-0.482543,St Mary's Church Hall,"High St,(Opp Costcutters)",royal.vent.fool,Friday,True,True,False,True,All mtgs 'open'.,,Newcomers meeting,,,England,Alcoholics Anonymous
3a3c5c1c-fa20-5265-a970-539c2878c95c,Hebden Bridge Meditation & Recovery,20:00,1hr 30mins,HX7 6HB,53.741001,-2.015988,Salem Community Centre,"Salem St,Off Burnley Rd",symphony.nation.celebrate,Friday,False,False,False,True,1st Fri each month 'open'.,,,,,England,Alcoholics Anonymous
4be1ce7c-29e7-57c6-a83a-3ea333f781ea,Leyburn Living Sober,08:30,1hr,DL8 5AE,54.311346,-1.830454,Friends Meeting House,7 Grove Sq,ordeals.warbler.dentures,Saturday,False,True,False,False,,,,,,England,Alcoholics Anonymous
6012b433-49f2-5c92-bbb7-8d0ea69a7fe4,Loftus Living On Gods Terms Hybrid,17:30,1hr 15mins,TS13 4HG,54.5536,-0.883921,Loftus Town Hall,"High St,Loftus",agreed.handwriting.masses,Saturday,False,True,False,False,,,https://us04web.zoom.us/j/902520680?pwd=elQ5Nm01dWlxT0JDUDVrZnYwNS9adz09 Meeting ID: 902520680 PW: 255212,,,England,Alcoholics Anonymous
47843a7d-6a87-5b68-b3a6-5a2d9f3c7361,New Brighton,11:00,1hr 30mins,CH45 2LN,53.437701,-3.042221,New Brighton Community Centre,"1A Hope St,New Brighton",same.spout.tone,Tuesday,False,True,False,False,,,Road access via Victoria Rd and Grosvenor Rd (one-way system) Community Centre open 10-4 M-F,,,England,Alcoholics Anonymous
534bdb10-ae30-5b7a-bc02-fa9d99848ac1,Newbury As Bill Sees It,09:30,1hr,RG14 7PY,51.395033,-1.324811,St John's Church (St Richard's Rm),St John's Rd,bend.atom.tennis,Saturday,False,True,False,True,'Open' mtgs on request.,,,,,England,Alcoholics Anonymous
4e57f057-95f5-5433-9602-8aadd0078a04,Peterborough Steps & Traditions,19:30,1hr 15mins,PE7 3UU,52.549956,-0.329151,Colonel Dane Memorial Hall,"Church St,Alwalton",posed.runs.bank,Monday,False,False,False,True,'Open' mtgs on request.,,,,,England,Alcoholics Anonymous
8ec1936a-1585-55ba-91ab-f3382ae97e61,Polesworth Big Book,20:00,1hr 30mins,B78 1DU,52.620138,-1.612629,Polesworth Abbey,High St,plant.branched.monkey,Thursday,False,False,False,True,'Open' mtgs on request.,,,,,England,Alcoholics Anonymous
dbac1d2e-eca6-5c92-bc46-db9c54794c83,Rhodes Town,10:30,,,36.4359325,28.2172676,Old Hospital,"Queen Olga,Red Cross St 3,Rhodes 85100 (Erithro Stavro)",zone.streaks.munched,Saturday,False,False,False,False,,,This meeting is through the summer only from 15th April til 15th November.,,,England,Alcoholics Anonymous
c5f63ed7-cdfd-5289-9ddd-0dc08c7ab4ac,Saffron Walden New Life Polish Speaking,19:00,2hrs,CB11 3AQ,52.020224,0.254153,New Life Church,9 Shire Hill,countries.joints.chips,Sunday,False,False,False,False,,,,,,England,Alcoholics Anonymous
44a8a451-bfd2-547d-ae29-9466f5323ce4,Wellington Big Book Study,09:30,1hr,TA21 8HN,50.979593,-3.228345,Wellington Community Centre,White Hart Ln,lifestyle.hers.gathers,Saturday,False,True,True,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
