Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
515e20d4-d09c-532d-b701-955769b7628a,Perth Rainbow Recovery,19:00,1hr 30mins,PH2 8EH,56.395304,-3.440206,Trinity Church Of The Nazarene,York Pl,porch.humans.clip,Saturday,False,True,False,True,'Open' mtgs on request.,,"Mtg is open to all who suffer from alcoholism, however would like to note in particular, is friendly to, and allied with the LGBT+ community.",,,England,Alcoholics Anonymous
9ff4a42d-a1ff-5e9e-b887-360e3bbe5a0c,Plymouth Pokochaj Siebie Polish Speaking,18:00,1hr,PL1 2EN,50.367774,-4.142855,Christ The King,Armada Way,taxi.sudden.pile,Tuesday,False,False,True,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
e19331ff-2e1b-5694-9245-7829348d3993,St Helier Step & Tradition,19:30,1hr,JE2 3QP,49.1968292,-2.129553,St Andrews Community Centre,First Tower,erratic.eternal.solved,Monday,False,False,False,False,,,"Entry from Mont Cochon, meeting is on the right hand side of the Centre. Parking available.",,,England,Alcoholics Anonymous
4ed5a949-8e75-5e9e-9c87-e2a9db7e48ce,Stourbridge,19:30,1hr 30mins,DY8 3YG,52.450814,-2.15891,Gigmill Methodist Church Hall,"Glebe Lane,Off South Rd",facing.vibrates.ducks,Friday,False,True,False,True,'Open' mtgs on request.,,,Black Country,Midlands,England,Alcoholics Anonymous
71ba7390-1a9c-55be-8d0a-3e94ff713f4c,Blackpool 12 Step Principles For A Personal Recovery,12:00,1hr,FY1 3TW,53.82593,-3.043161,Spencer Court Community Centre,Spencer Ct,straw.ground.survey,Tuesday,False,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
71811c16-d794-5ff1-9d11-141b09abcf09,Brighton Womens Step & Tradition,12:30,1hr 15mins,BN1 1AF,50.822545,-0.141565,Friends Meeting House,Ship St,able.cloak.dawn,Wednesday,False,True,False,False,,,,Brighton Area,South East,England,Alcoholics Anonymous
54db5c31-4e74-5d9e-a0c4-f9c83b64378d,Bristol Courage To Change,19:30,1hr,BS48 3HQ,51.412436,-2.743521,West Town Methodist Church,"West Town Rd,Backwell",dissolves.crusaders.paths,Thursday,False,False,False,False,,,Shared platform AA & Al-Anon every week,Bristol and District,South Midlands,England,Alcoholics Anonymous
13201906-5126-5a88-827e-09919907e4b0,Denton Solution Based,20:00,1hr 15mins,M34 3PF,53.457754,-2.123229,Carmel Community Church,"Seymour St,Denton",beam.fines.shades,Thursday,False,True,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
46c08c95-88b3-51d5-8a58-a6cfc7051256,Downderry Coastal Zone,17:00,1hr,PL11 3LE,50.361761,-4.366605,Downderry Methodist Church,Downderry,restores.decompose.units,Sunday,False,False,False,True,'Open' mtgs on request.,,Doors open from 16.30.,Cornwall,South West,England,Alcoholics Anonymous
ca3b12eb-4230-5190-ae6d-c5dc60ef6e51,Padstow Lunchtime Big Book,12:00,1hr,PL28 8BG,50.541672,-4.942347,Padstow Church Rooms,Church St,masks.whistling.nipped,Tuesday,False,True,True,True,'Open' mtgs on request.,,No dogs (except Guide/Assist dogs),Cornwall,South West,England,Alcoholics Anonymous
a3b3b9e6-2e22-538d-bd73-decf1ff519e8,Coventry Daily Reflections,12:30,1hr 30mins,CV1 2HA,52.405965,-1.51158,Methodist Central Hall,Warwick Ln,status.shins.middle,Thursday,False,True,True,True,All mtgs 'open'.,,,Coventry and Warwickshire,Midlands,England,Alcoholics Anonymous
531298dc-b67c-52b7-816e-3d97faa858c9,Coventry Lunchtime,14:00,1hr,CV5 8DX,52.405751,-1.537165,All Souls Church,Kingsland Ave,stamp.good.churn,Sunday,False,True,False,False,,,,Coventry and Warwickshire,Midlands,England,Alcoholics Anonymous
d250dbad-0fb2-5e2c-a5dd-fd4daa764163,Redcar Living Sober,19:00,1hr,TS10 4BQ,54.604905,-1.070893,Westmorland Community Centre,Westmorland Rd,jumpy.edit.slurs,Tuesday,False,True,False,True,Last Tue each month 'open'.,,Daily reflecton - How it apples to me.,Durham and Cleveland,North East,England,Alcoholics Anonymous
19675227-0e4d-56d8-b787-594ba71094ac,Burnley Women's,12:30,1hr 30mins,BB11 1RY,53.790629,-2.252073,Burnley House,37-41 Westgate,sofa.hunter.barks,Wednesday,False,True,False,False,,,,East Lancs,North West,England,Alcoholics Anonymous
a70d15ca-0cfc-5998-80f4-c2eaa1f412c1,Eastbourne Literature,19:00,1hr,BN21 1TN,50.779225,0.264178,St Michael & All Angels Church,Willingdon Rd,rust.retain.years,Monday,False,False,False,True,All mtgs 'open'.,,,East Sussex,South East,England,Alcoholics Anonymous
57b567ce-d574-5c34-9bd2-8998467005c3,Eastbourne Old Town Step,18:00,1hr,BN21 1PL,50.772984,0.266218,The Barn,"The Old Parsonage,Ocklynge Rd,Old Town",sums.curvy.sake,Wednesday,False,True,False,True,All mtgs 'open'.,,,East Sussex,South East,England,Alcoholics Anonymous
ed10369c-c5ed-5be8-b42c-fa536b74afd5,Liverpool Chinatown,16:00,1hr 30mins,L1 5BD,53.40023,-2.979158,St Michael In The City,Upper Pitt St,grape.grand.toast,Sunday,False,True,False,True,Last Sun each mnth 'open'.,,,Liverpool City,North West,England,Alcoholics Anonymous
ce05043b-5c5f-5bfd-9490-2eb435e495c7,Croydon Big Book,14:30,1hr,CR0 1XY,51.373582,-0.10724,Salvation Army,"Citadel Church,Booth Rd,Lower Church St",librarian.pumps.risk,Sunday,False,True,False,True,All mtgs 'open'.,,,London Croydon Epsom and Sutton,London (South),England,Alcoholics Anonymous
93506c53-2cfa-5e69-b183-0ec607649a64,Hanwell Living Sober,12:30,1hr,W7 1BW,51.52395,-0.336355,North Hanwell Baptist Church,Cuckoo Ave,with.palm.slides,Saturday,False,False,False,False,,,,London South Middlesex,London (North),England,Alcoholics Anonymous
7f1f7eff-b317-5ba2-a23a-f2e99839f1d4,Richmond Newcomers,12:30,1hr,TW9 1TP,51.458832,-0.306515,Information And Reference Library,"The Old Town Hall,Whittaker Ave",makes.dated.clear,Wednesday,False,True,False,True,All mtgs 'open'.,,Mtg is held in the Whittaker Ellis Suite of the Richmond reference library. No Dogs except Guide/Hearing dogs.,London South West,London (South),England,Alcoholics Anonymous
7dd2b3c1-e4b2-5e6a-911f-55d8f6cf5684,Shepherds Bush Shoulder To Shoulder Step,18:30,1hr,W12 7QT,51.511497,-0.233696,White City Community Centre,"India Way,White City",obey.smoke.just,Monday,False,True,False,True,All mtgs 'open'.,,,London Westway,London (North),England,Alcoholics Anonymous
2cc87dd9-fb09-5b0d-b18a-186d6aede3fe,Ashton-Under-Lyne Christ Church,19:00,1hr 30mins,OL7 9AN,53.493558,-2.100407,Christ Church,170 Oldham Rd,mimic.double.turkey,Sunday,False,True,False,True,All mtgs 'open'.,,,Manchester,North West,England,Alcoholics Anonymous
