Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
407993b5-ca23-5e68-b8de-3e176c0c8edb,Cardiff Freedom Polish Speaking,19:00,1hr,CF24 1DL,51.49106,-3.155592,Dom Polski,174 Newport Rd,lands.deaf.store,Monday,False,False,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
79f045ec-59d9-5c55-a6f2-56a5905fbf80,Chesterfield As Bill Sees It,18:30,1hr 30mins,S40 4AG,53.239577,-1.442857,Friends Meeting House,27 Ashgate Rd,rested.brick.ports,Saturday,False,True,True,False,,,Chit system available.,,,England,Alcoholics Anonymous
ac5836c4-9649-5b25-afca-092134990f81,Northolt W Bezsilnosci Sila Polish Speaking,19:45,1hr 20mins,UB5 6AD,51.54395,-0.371059,Northolt Village Community Centre,Church Rd/Ealing Rd Corner,belt.vital.intro,Monday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
1a19da26-b68d-5a3d-a297-d623a110af80,Ramsey Big Book Study,19:00,1hr 30mins,IM8 1BH,54.322661,-4.37848,Our Lady Star Of The Sea & St Maughold Church,Dale St,shimmy.retain.blogged,Monday,False,False,False,False,,,,,,England,Alcoholics Anonymous
c794dbf7-1341-5b32-81b1-4a5a8e16f604,Scunthorpe Wybudzeni Polish Speaking,19:00,2hrs,DN15 6QX,53.590863,-0.644898,1 Printers Yard,Fenton St (Before The Entrance To The Bus Stn),league.stroke.with,Friday,False,False,True,True,All mtgs 'open',,Chit system available.,,,England,Alcoholics Anonymous
8db9081c-a895-5064-a588-b66c12a1402d,St Brelade,19:30,1hr 15mins,JE3 8LJ,49.1794426,-2.2036827,St Bernadettes Hall,"La Route Des Quennevais,St Brelade",broader.animal.destinations,Wednesday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
5e8b5a18-1d44-5e8e-90b0-34fffed8f07c,Sutton Coldfield Crossroads Cafe 12 Step,18:00,1hr 30mins,B73 5HU,52.537971,-1.837822,Chester Road Baptist Church,Chester Rd,likes.sends.cooks,Saturday,False,False,False,True,All mtgs 'open'.,,,Birmingham,Midlands,England,Alcoholics Anonymous
2c36d54e-a3dc-5270-b0b4-2be6b442534b,Wolverhampton St Patrick's Morning,11:00,1hr 30mins,WV10 0QQ,52.595781,-2.097666,St Patrick's RC Church,299 Wolverhampton Rd (Rear Of Church),jabs.desire.crab,Monday,False,True,False,False,,,,Black Country,Midlands,England,Alcoholics Anonymous
ee567271-de7f-5ea1-a86e-8d5ca4370f13,Crewe All Saints Daily Reflections,09:30,1hr,CW2 8LX,53.093183,-2.457061,All Saints Church Hall,79 Stewart St,until.spoke.nights,Thursday,False,True,False,False,,,Doors open 9.15 for coffee and chat. Prompt start at 9.30am,Cheshire East,North West,England,Alcoholics Anonymous
99c20942-ebd6-5cdb-ac4d-2049a5b0628e,Heaton Chapel Big Book Study,13:00,1hr 30mins,SK4 5AE,53.4192235,-2.1875535,St Thomas's Church,Wellington Rd North,market.storm.armed,Wednesday,False,True,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
