Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
8919eca5-4b2b-5705-bef6-782facef9cd5,"Axminster Experience, Strength & Hope",19:30,1hr 30mins,EX13 5EB,50.783259,-2.996574,United Reformed Church,Chard St,cakes.extent.specifies,Friday,False,True,True,False,,,Free Parking after 6pm in Mount Poplar Car Park; opposite church.,,,England,Alcoholics Anonymous
46e95c77-cd91-58db-b6a8-c93dfbe950ce,Bishops Stortford Speaker,20:00,1hr 30mins,CM23 3SL,51.869125,0.15862,The Hub Church,Portland Rd,rash.twist.mice,Monday,False,False,False,False,,,Max capacity 30. Face Masks mandatory.,,,England,Alcoholics Anonymous
b8a15b8a-6467-5e56-892f-1476e67df675,Chorley,13:30,1hr 15mins,PR7 1EP,53.655195,-2.631749,United Reformed Church,Hollinshead St,buddy.yard.skins,Friday,False,True,False,True,'Open' mtgs on request.,,,,,England,Alcoholics Anonymous
e9072330-b7a7-563a-b30f-2b50dc81aba8,Crieff Keep It Simple,19:00,1hr 30mins,PH7 3HR,56.370441,-3.84262,Crieff Cottage Hospital,King St,unopposed.sweeten.chose,Sunday,False,True,False,True,'Open' mtgs on request.,,There is a strict NHS No Smoking policy and we expect attendees to be responsible and not to smoke on hospital premises.,,,England,Alcoholics Anonymous
ab135283-e097-5d8a-9910-0a461bd3184b,Darlington Multi-Mtg 12 Steps,19:30,1hr,DL3 7DR,54.526245,-1.56013,The Old Exchange,Barnard St,jars.catch.pink,Monday,False,True,False,False,,,,,,England,Alcoholics Anonymous
99175335-93e4-5435-be34-901509f469c0,Daventry Just For Today Hybrid,19:30,1hr,NN11 4BZ,52.254877,-1.161867,Daventry Catholic Church,32 London Rd,emporium.beaten.cork,Wednesday,False,False,True,True,Last Wednesday each month 'open'.,,Meeting also held on Zoom ID: 8644437460 Passcode: JFT Email: nortonwednesday@gmail.com,,,England,Alcoholics Anonymous
808e754a-0d68-56ed-a4d0-061b223efecc,Grays Chair & Chip,20:00,1hr 30mins,RM17 6LN,51.475418,0.321459,The Church Hall,West St,mute.boss.lunch,Thursday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
2a04aae7-3414-547f-ac4d-a0394fef5f4f,Horden,19:30,1hr,SR8 4JY,54.763237,-1.312699,The Salvation Army,"Dene St,Horden",remind.limit.slowly,Thursday,False,True,False,False,,,,,,England,Alcoholics Anonymous
400e77f1-7f9b-55da-b872-f712c32f5f6a,Knightsbridge Pont St,18:00,1hr,SW1X 0BD,51.496599,-0.162344,St Columba Church Of Scotland (Large Room),"Pont St,Bottom Of Beauchamp Place",mile.snake.proud,Monday,False,False,False,True,All mtgs 'open'.,,No meetings Bank Holidays.,,,England,Alcoholics Anonymous
aa9eac8d-1577-54a6-b76e-46ac5f4380e4,Putney Living Sober,18:45,1hr,SW15 2LL,51.462026,-0.213869,The Community Church,Werter Rd,repay.loyal.poem,Thursday,False,False,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
8adec867-18ac-5254-ad31-d14a3a01812a,Roehampton Step 3 & 11,16:00,1hr 15mins,SW15 4HJ,51.450107,-0.239785,St Mary's Convent,Roehampton High St,cute.shell.glove,Sunday,False,False,False,False,,,,,,England,Alcoholics Anonymous
fa18e00d-c1a6-5abf-88a3-40396fbcebce,Royal Wootton Bassett Big Book Study,19:00,1hr,SN4 7BQ,51.542091,-1.907609,The Croft,"St Bartholmews Church,1 High St",monk.costumed.logo,Wednesday,False,True,False,False,,,,,,England,Alcoholics Anonymous
75aa4b99-395f-50b4-b342-d07f83811898,Southampton Shirley Big Book,19:30,1hr 30mins,SO15 3JD,50.919395,-1.429257,St Boniface Church,413 Shirley Rd,fled.lease.dining,Tuesday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
e770ac06-23b9-53b5-a0bf-09854d45b4fd,Wigan The Best Is Yet To Come,16:00,1hr,WN1 3SA,53.545914,-2.623392,Sunshine House Community Hub,Wellington St,entire.fully.organs,Monday,False,True,False,False,,,No mtg held on Bank Holidays.,,,England,Alcoholics Anonymous
7a3d2dad-4b6c-5746-a3e5-37fdbbc32090,Wimbledon The Broad Highway Big Book Study,19:00,1hr 15mins,SW19 4JZ,51.420401,-0.211081,Hillside Church,37 Worple Rd,going.less.museum,Monday,False,False,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
21bc4d18-63cc-5fe0-9f4f-08bebc311f3f,Liverpool Huyton A New Beginning,19:30,1hr 30mins,L36 6FH,53.406231,-2.823259,The Peake Centre,"12-14 Wilson Rd,Huyton",risen.copper.twins,Saturday,True,True,False,False,,,,Antrim,Northern Ireland,England,Alcoholics Anonymous
db127df7-0f31-5303-ae08-df9476d8cd87,Oxted,19:45,1hr 30mins,RH8 9HT,51.25599,-0.005819,The Woodhouse Centre,"Hoskins Rd,(Nr Tandridge Leisure Centre)",events.arrive.slime,Monday,False,True,False,True,Last Mon each mnth 'open'.,,,Argyll,Highland and Islands,England,Alcoholics Anonymous
cf993c8a-275a-516a-a4e8-a5901db8c55e,Oxted 12 X 12,19:00,1hr 30mins,RH8 9HT,51.25599,-0.005819,The Woodhouse Centre,"Hoskins Rd,(Nr Tandridge Leisure Centre)",events.arrive.slime,Wednesday,False,True,False,True,All mtgs 'open'.,,,Argyll,Highland and Islands,England,Alcoholics Anonymous
75f194ca-23b2-5831-906b-072b57ae18dc,Canterbury By The Book Speakers GPS,19:30,1hr,CT1 2BE,51.28026,1.077559,St Peters Methodist Church,St Peters St,desire.toward.translated,Tuesday,False,True,False,True,All mtgs 'open'.,,,Armagh,Northern Ireland,England,Alcoholics Anonymous
40490841-2ae9-589e-86d4-57cd702c0869,Canterbury Lunchtime Daily Reflections,13:00,1hr,CT1 1UT,51.275758,1.085778,Canterbury Baptist Church,"St George's Place,Opp Waitrose",punchy.ally.author,Monday,True,True,False,False,,,,Armagh,Northern Ireland,England,Alcoholics Anonymous
85597eea-c38a-541a-8477-8614f33bafad,Canterbury Step,19:00,1hr,CT1 1UT,51.275758,1.085778,Canterbury Baptist Church,"St George's Place,Opp Waitrose",punchy.ally.author,Thursday,False,True,False,True,1st Thurs each month 'open'.,,,Armagh,Northern Ireland,England,Alcoholics Anonymous
331db9a5-d240-5ed7-bde6-047ef2fcbeff,Dartford Hawley Road,20:00,,DA2 7RB,51.421405,0.231193,The Hawley Pavilion,"Hawley Rd,(Opp Papermakers Arms),Hawley",closed.slick.eagles,Monday,False,False,False,True,All mtgs 'open'.,,,Ayrshire and South West Scotland,South West Scotland,England,Alcoholics Anonymous
2e9fa91a-2822-5306-9957-898bca86ba9f,Recovery Goes Rogue Women,11:00,1hr,N10 3JB,51.585479,-0.147312,The Glade,Highgate Wood. Https://W3w.Co/Couch.Films.Method,party.taxi.shuts,Tuesday,False,False,False,False,,,We meet in a glade under a canopy of trees. Use https://what3words.com/couch.films.method to find us. There is parking in Cranley Gdns & Woodside Ave.,Birmingham,Midlands,England,Alcoholics Anonymous
3b937085-9c4d-5fdc-be19-db88891f0e23,Redcar Living Sober Hybrid,19:00,1hr,TS10 4BQ,54.60504,-1.070983,Westmorland Community Centre,Westmorland Rd,violin.free.sang,Tuesday,False,True,False,True,Last Tue each month 'open'.,,Also held on Zoom - ID: 7764569705 Password: 039898,Birmingham,Midlands,England,Alcoholics Anonymous
f6d0851b-3e57-56fb-987e-8e7321542d97,Blackpool Present Moment,12:00,1hr,FY1 3TW,53.82593,-3.043161,Spencer Court Community Centre,Spencer Ct,straw.ground.survey,Tuesday,False,True,False,True,All mtgs 'open'.,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
53cda9a8-4886-59e9-a7c8-d1cf24bba48c,Blackpool Unity,19:00,1hr 30mins,FY1 3TW,53.82593,-3.043161,Spencer Court Community Centre,Spencer Ct,straw.ground.survey,Thursday,False,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
c876c3b6-e8a8-5ee7-98b3-c00cbfce5329,Bethnal Green How It Works Newcomers,19:00,1hr,E2 9JP,51.532361,-0.050877,Bethnal Green Methodist Church,Approach Rd,jeeps.always.broker,Friday,False,False,False,True,All mtgs 'open'.,,,Borders and East Lothian,Scotland,England,Alcoholics Anonymous
