Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
84dfe7a1-3ed8-5ab8-b1ad-9a1e1297385d,Gorey,20:00,1hr 30mins,JE3 9EB,49.1818708,-2.0652969,Gorey Youth Centre,Gorey Village,wipe.swimmer.names,Sunday,False,True,False,True,Last Sun each mnth 'open'.,,,,,England,Alcoholics Anonymous
fe254f92-8c82-58a2-a68e-351bfb7adb0c,Kirkintilloch,19:30,1hr 30mins,G66 1NG,55.937902,-4.154187,Addiction Recovery Centre,29 Townhead,lifelong.wishes.overjoyed,Friday,False,False,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
9c959dc5-9d03-5eda-9c67-2f01b9593f94,Perth Ladies Together,15:00,1hr 30mins,PH2 8EH,56.395304,-3.440206,Trinity Church Of The Nazarene,York Pl,porch.humans.clip,Sunday,False,True,False,False,,,,,,England,Alcoholics Anonymous
f7c17cd2-dfdf-5f61-9075-df4475d74f63,St Helier,19:30,1hr 30mins,JE2 3WP,49.1944411,-2.1169059,St Paul's Centre,Dumaresq St,sailors.clashes.expanded,Wednesday,False,True,False,False,,,,,,England,Alcoholics Anonymous
f4e28774-3a3e-5cdf-a07a-f5752c74b95b,St Helier,13:00,,JE2 3WP,49.1944411,-2.1169059,St Paul's Centre,Dumaresq St,sailors.clashes.expanded,Wednesday,False,False,False,False,,,,,,England,Alcoholics Anonymous
929b1a67-877f-56cf-a799-6424327bdce6,St Helier,18:30,,JE2 3WP,49.1944411,-2.1169059,St Paul's Centre,Dumaresq St,trek.duke.driving,Sunday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
245e761e-fd3b-5f91-bdf4-1b284820bf4f,St Helier Lunch,13:00,1hr 30mins,JE2 3WP,49.1944411,-2.1169059,St Paul's Centre,Dumaresq St,arrow.brushing.bundles,Tuesday,False,True,False,True,1st Tues each month 'open'.,,,,,England,Alcoholics Anonymous
eb2801fb-e9ef-5009-afbd-64fcd54394eb,St Helier Morning,11:00,1hr 30mins,JE2 4QL,49.1981418,-2.0811308,Diner,"La Motte Street Centre,New St James Place",fenced.cutlets.shiver,Sunday,False,False,False,False,,,"Opposite St James Church, Go down St James Lane to end turn right through barrier and THE DINER is on left.",,,England,Alcoholics Anonymous
be49b210-320c-5a21-a475-a0005da5acc9,Tamworth,19:30,1hr 30mins,B79 7RH,52.635831,-1.698061,St John's RC Church,St John's St,fear.juror.crab,Friday,False,True,False,False,,,,,,England,Alcoholics Anonymous
2cc2a484-6cd9-566a-a3be-2622b8366448,Blackpool Leverndale,19:30,1hr 30mins,FY4 1EB,53.792682,-3.049425,Blackpool Unitarian Church (Thames Rd Entrance),Lytham Rd,begins.sticks.kite,Monday,False,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
1203d27b-ea06-59e1-9722-99bd7e5bba54,Blackpool Sunday Lunch Physical & Online,12:30,1hr 30mins,FY4 2AP,53.797491,-3.042816,Victory Baptist Church,St Anne's Rd,plays.drops.smart,Sunday,False,True,True,True,All mtgs 'open'.,,Mtg also on Zoom ID: 811 9501 0122.Contact email: sundaylunch.bfwig@gmail.comMembers in room are not visible online.Chit system available.,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
a8bb2889-9240-5432-a118-4087d12bb85e,Blackpool Unity,19:30,1hr 30mins,FY4 1EB,53.792682,-3.049425,Blackpool Unitarian Church (Thames Rd Entrance),Lytham Rd,begins.sticks.kite,Wednesday,False,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
45b63bee-97fa-5207-8577-befc50c5ee86,Lytham Big Book Study,18:30,1hr,FY8 5LU,53.73755,-2.963027,Lytham Methodist Church,6 Park St,thirsty.guidebook.aquatics,Monday,False,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
f0fc88bf-df46-5aab-9a19-317231375ef8,AA & Our Mental Health,18:30,1hr,BS5 0RE,51.458896,-2.577928,St Nicholas Of Tolentino Church,Lawfords Gate,detect.costs.guards,Wednesday,False,True,False,False,,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
0d1d2071-734e-5fa7-afff-3bb7d15a4ca1,Bristol Mens - The Dog House,17:30,1hr,BS8 1NU,51.458581,-2.608394,Victoria Methodist Church,1A Whiteladies Rd,stand.saves.hobby,Tuesday,False,True,False,True,All mtgs 'open'.,,This is a Men's Meeting but all are welcome as per Tradition 3,Bristol and District,South Midlands,England,Alcoholics Anonymous
42c045dc-71d9-5ab2-bdb2-d8fab00744a7,Gatley Hill House,10:00,1hr 30mins,SK8 4EY,53.390423,-2.239836,Gatley Hill House,"Church Rd,Gatley",spill.apple.roses,Saturday,False,True,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
7a8b830b-4e37-515b-8a84-0ac5f7ac8b82,Warrington,19:30,1hr 30mins,WA2 8AJ,53.402831,-2.586628,Saint Ann's,"Central Ave,Orford",orbit.sudden.chip,Wednesday,False,True,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
962bbe23-caa7-56e2-b8a5-53f10a8bca0f,Slough 12 Step,19:30,1hr,SL1 1SZ,51.507913,-0.59303,Kingsway United Reformed Church,11 Church St,finds.fills.traps,Tuesday,False,False,False,True,All mtgs 'open'.,,,Chiltern and Thames,South Midlands,England,Alcoholics Anonymous
0acac696-151b-557d-8d6b-54b9f051f9dc,Liskeard Big Book,19:30,,PL14 4AP,50.45265,-4.467721,Liskerrett Community Centre (Room Located In Dance Studio),Varley Ln,forgotten.cups.puns,Monday,False,False,False,True,All mtgs 'open'.,,,Cornwall,South West,England,Alcoholics Anonymous
dfd7ac25-a143-55aa-8f1b-832173db2a64,Penzance,19:30,1hr 30mins,TR18 5AD,50.105673,-5.550621,The Centre,"Chywoone Hill,Newlyn",scars.overheard.apprehend,Monday,False,True,False,True,4th Mon each mnth 'open'.,,,Cornwall,South West,England,Alcoholics Anonymous
37ddb3b8-4eb6-5379-a74e-d945962aaf45,Saltash Irregulars,19:30,1hr 30mins,PL12 4RH,50.413658,-4.238867,Burraton Methodist Church,"Janeva Court,Liskeard Rd",drawn.mulled.implanted,Wednesday,False,False,False,True,'Open' mtgs on request.,,Car park at rear.,Cornwall,South West,England,Alcoholics Anonymous
1669f542-24bc-5886-989b-088273dcdcaa,Broxbourne Feelings,20:00,1hr 30mins,EN10 7AZ,51.744535,-0.018014,United Reformed Church,Mill Lane,ticket.smiled.tape,Thursday,False,True,False,True,All mtgs 'open'.,,,East Herts or West Essex,Eastern,England,Alcoholics Anonymous
f4710787-47ef-51f4-9565-5e5da416e85d,Mare Street Step,07:30,1hr,E8 3QE,51.540961,-0.055497,Hackney Methodist Church,219 Mare St,lights.pose.awards,Monday,False,False,False,False,,,,East London,London (North),England,Alcoholics Anonymous
37571de9-bc2a-5073-99de-9f63e1b76c7b,Seaman's Rest,20:00,1hr 30mins,E14 6DF,51.511377,-0.018943,The Queen Victoria Seamen's Rest,121-131 East India Dock Rd,horns.field.glove,Saturday,False,True,False,True,All mtgs open'.,,,East London,London (North),England,Alcoholics Anonymous
413f9d02-2a54-5907-aa53-a2007ffdec46,Colchester How We Stay Stopped,18:00,1hr,CO4 0ET,51.905112,0.923778,Salvation Army Mount Zion Centre,328A Ipswich Rd,fence.studio.able,Saturday,False,True,False,True,All mtgs 'open'.,,,Essex,Eastern,England,Alcoholics Anonymous
80be2003-9e4a-59b3-866b-9b111eb2ba4e,Southend Lunchtime Daily Reprieve,13:00,1hr 30mins,SS0 9PE,51.545685,0.685281,Westcliff Free Church,"635 London Rd,Westcliff-On-Sea",penny.icons.having,Friday,False,True,False,True,All mtgs 'open'.,,Last Friday each month will be a Traditions mtg.,Essex,Eastern,England,Alcoholics Anonymous
88b62713-c8be-5d60-8a61-283fb58e358b,Elstree Reflections,10:00,1hr,WD6 3PJ,51.653669,-0.281822,Allum Manor House & Hall,"2 Allum Ln,Elstree",speak.grants.bets,Saturday,False,True,False,False,,,,Lea Valley,Eastern,England,Alcoholics Anonymous
17ab8a11-17e2-5fdf-8245-774a18a2214f,Markyate AA Literature,20:00,1hr,AL3 8JB,51.835963,-0.46583,Markyate Baptist Church,13 Buckwood Rd,rugs.legs.issue,Wednesday,False,True,False,False,,,,Lea Valley,Eastern,England,Alcoholics Anonymous
f985ed94-d051-50ee-a8d1-cb64b79da88a,St Albans Big Book Study,12:00,1hr,AL1 3UD,51.751693,-0.332477,St Albans Quaker Meeting House,7 Upper Lattimore Rd,alone.peanut.kicked,Saturday,False,False,False,False,,,,Lea Valley,Eastern,England,Alcoholics Anonymous
46058598-1e90-5f2e-81bb-7bca4b2cc44f,Scunthorpe Daytime Living Sober,10:00,1hr 30mins,DN17 1AB,53.584289,-0.656543,Orange Room Next To Rear Door,"New Life Church,The House,18 Brumby Wood Ln",detect.foal.violin,Thursday,False,True,False,False,,,,Lincolnshire,Midlands,England,Alcoholics Anonymous
37ce94ca-93e2-536b-b8b8-10f12ec2e2ca,Liverpool Eshe Road,13:00,1hr 30mins,L23 7AR,53.4876157,-3.0341635,United Reform Church,"Eshe Rd,Blundellsands",serves.sunset.feel,Friday,False,True,False,True,1st Friday each month 'open'.,,,Liverpool City,North West,England,Alcoholics Anonymous
f7f624a3-6fb7-52a5-958d-56d3855349f6,Chelsea Sunday Men,18:30,1hr 30mins,SW3 5SY,51.486301,-0.165793,Hall Of Remembrance,"Flood St,Chelsea",ended.minus.easy,Sunday,False,False,False,True,All mtgs 'open'.,,,London Chelsea,London (North),England,Alcoholics Anonymous
dbd45bb1-ef6e-59fd-8190-80c74cb0e8c7,Pimlico 12 Steps And 12 Traditions,07:30,1hr,SW1V 2RT,51.490582,-0.132778,St Margarets Drop In Centre,1 Carey Pl,other.boom.panel,Friday,False,True,False,True,All mtgs 'open'.,,,London Chelsea,London (North),England,Alcoholics Anonymous
1cd3d948-eb4e-5e06-8bf2-9945c5b743fd,Pimlico Daily Reflections,07:30,1hr,SW1V 2RT,51.490582,-0.132778,St Margarets Drop In Centre,1 Carey Pl,other.boom.panel,Wednesday,False,False,False,True,All mtgs 'open'.,,,London Chelsea,London (North),England,Alcoholics Anonymous
e9b1e3be-5964-53ac-8dda-542045b169ae,Pimlico Just For Today,07:30,1hr,SW1V 2RT,51.490582,-0.132778,St Margarets Drop In Centre,1 Carey Pl,other.boom.panel,Tuesday,False,True,False,True,All mtgs 'open'.,,,London Chelsea,London (North),England,Alcoholics Anonymous
