Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
d1c4f27c-b06b-50bc-a658-0cc777ec0057,Lenzie 12 Step Recovery,20:00,1hr,G66 4LD,55.923761,-4.156206,Dean House,Kirkintilloch Rd,improvise.troubled.joggers,Friday,False,False,True,True,'Open' mtgs on request.,,Chit system available.,,,England,Alcoholics Anonymous
70644c14-cfb8-5d7d-8d87-90ef6dfd4411,St Helier,20:00,1hr 30mins,JE2 3WP,49.1944411,-2.1169059,St Paul's Centre,Dumaresq St,sailors.clashes.expanded,Wednesday,False,True,False,False,,,Maximum of 15 people.,,,England,Alcoholics Anonymous
b613441d-0652-531a-b564-122e96942bbe,St Helier,19:30,,JE2 3WP,49.1944411,-2.1169059,St Paul's Centre,Dumaresq St,trek.duke.driving,Sunday,False,True,False,True,All mtgs 'open'.,,Mamimum of 15 people.,,,England,Alcoholics Anonymous
bfb6dd1d-cbc0-5dab-99ac-a3d5830d3a7c,St Helier Steps & Traditions,19:00,1hr 15mins,JE2 4WR,49.1857482,-2.1020187,Salvation Army,"1St Floor,Minden Place",hydrant.pops.direct,Friday,False,True,False,False,,,Maximum of 20 people.,,,England,Alcoholics Anonymous
b7c0b675-b2b5-512c-a3d6-3b55fc8d5089,Tamworth,20:00,1hr 30mins,B79 7RH,52.635831,-1.698061,St John's RC Church,St John's St,fear.juror.crab,Friday,False,True,False,False,,,,,,England,Alcoholics Anonymous
5ba2f13a-6adb-5319-aa1e-2477990b23df,Blackpool Leverndale,19:30,1hr 30mins,FY4 1JF,53.789892,-3.047792,Mandus House,476 Lytham Rd,fleet.closet.crass,Monday,False,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
d48f8d7b-43ed-5f3d-a36f-a06bc16926c3,Blackpool Sunday Lunch Physical & Online,12:30,1hr 30mins,FY4 1JF,53.789892,-3.047792,Mandus House,476 Lytham Rd,fleet.closet.crass,Sunday,False,True,True,True,All mtgs 'open'.,,Mtg also on Zoom ID: 811 9501 0122.Contact email: sundaylunch.bfwig@gmail.comMembers in room are not visible online.Chit system available.,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
835b727c-cec3-511b-b7b5-c1595d74ae12,Blackpool Unity,19:30,1hr 30mins,FY4 1JF,53.789892,-3.047792,Mandus House,476 Lytham Rd,fleet.closet.crass,Wednesday,False,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
26df64da-2aa9-51d0-93ef-21e2e6716f32,Lytham Big Book Study,18:30,1hr,FY8 5HR,53.737727,-2.958167,Old Lytham Library,Entrance - North Clifton St (Off Bannister St),zeal.occupiers.cowboy,Monday,False,True,False,True,Last Mon each month 'open'.,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
4f87990f-5af4-5645-ba7b-2fb4e775a9b2,Alderley Edge,13:00,1hr,SK9 7NS,53.303252,-2.234033,St Pius Parish Room,Stamford Rd,blaze.fetch.bolt,Thursday,False,True,False,False,,,Parking at Waitrose car park if no on road parking available.,Cheshire East,North West,England,Alcoholics Anonymous
99c20942-ebd6-5cdb-ac4d-2049a5b0628e,Heaton Chapel Big Book Study,13:00,1hr 30mins,SK4 5AE,53.4192235,-2.1875535,St Thomas's Church,Wellington Rd North,market.storm.armed,Wednesday,False,True,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
259dc8d1-d6fe-5db6-8e09-8a340b984f6a,Exeter Language Of The Heart Polish Speaking,18:00,1hr,EX4 7HU,50.730515,-3.5082,St Mark's Church,Pinhoe Rd,prep.thinks.these,Friday,False,True,True,True,All mtgs 'open'.,,Chit system available.,Devon Central,South West,England,Alcoholics Anonymous
5fe9966f-4421-54a7-964f-a52bfcfc7c7d,Plawsworth Big Book Step Study,19:30,1hr 30mins,DH2 3NL,54.828081,-1.593157,Changing Lives Centre,"The Fells,Great North Rd,Chester-Le-Street",could.vacancies.classic,Friday,False,True,True,True,Alll mtgs 'open'.,,Chit system available.,Durham and Cleveland,North East,England,Alcoholics Anonymous
b141889a-c1a9-5c92-a5cb-20c161d83648,Broxbourne Feelings,20:00,,EN10 7BQ,51.74483,-0.019,United Reformed Church,Mill Lane,grace.funded.else,Thursday,False,True,False,True,All mtgs 'open'.,,,East Herts or West Essex,Eastern,England,Alcoholics Anonymous
da68d873-99bc-5c65-8db5-a77c7732fcab,Sittingbourne Road To Recovery,20:00,1hr 15mins,ME10 3DN,51.340589,0.739831,Sittingbourne Methodist Church Centre,Grafton Rd (Off St Michaels Rd),scouts.shine.kinks,Friday,False,False,False,True,All mtgs 'open'.,,,East Kent,South East,England,Alcoholics Anonymous
