Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
2b69e19e-d93b-5d2c-a1aa-6afde3c66082,New Addington 12 X 12,20:00,1hr,CR0 0EE,51.339155,-0.00784,New Addington Baptist Church,Addington Vale,worth.starts.folds,Monday,False,True,False,True,All mtgs 'open'.,,,,,England,Alcoholics Anonymous
e4756827-bb6f-5899-b1f6-52a5bcde1009,Royal Wootton Bassett Big Book Study,18:30,1hr 30mins,SN4 7BQ,51.542091,-1.907609,The Croft,"St Bartholmews Church,1 High St",monk.costumed.logo,Wednesday,False,True,False,False,,,,,,England,Alcoholics Anonymous
e19331ff-2e1b-5694-9245-7829348d3993,St Helier Step & Tradition,19:30,1hr,JE2 3QP,49.1968292,-2.129553,St Andrews Community Centre,First Tower,erratic.eternal.solved,Monday,False,False,False,False,,,"Entry from Mont Cochon, meeting is on the right hand side of the Centre. Parking available.",,,England,Alcoholics Anonymous
2b99367a-f81c-581f-bb0f-d62ebeaf890e,Swiss Cottage,19:30,,NW3 3DJ,51.541974,-0.163415,St Mary The Virgin Church,Corner Of King Henry's Rd And Primrose Hill Rd,posed.handy.phones,Wednesday,False,True,False,True,1st Wed each mnth 'open'.,,Landlord allows 20 attenders only.,,,England,Alcoholics Anonymous
0df1fdcd-d050-5a55-85d3-82bb0ff09ff3,Islington LGBTQ+ Reflections Physical & Online,19:30,1hr,N1 2TX,51.538405,-0.10201,Garden Rm,"St Mary's Church(The Garden Rm Is Not In The Main Church,It Is Across The Garden,Behind Dansk Flowers)",agent.rabble.paint,Tuesday,False,True,True,True,All mtgs 'open'.,,Mtg also held on Zoom - Meeting ID: 271 628 066 P/w: proud email: tueslgbtq@gmail.com Chit system available,Argyll,Highland and Islands,England,Alcoholics Anonymous
45290ab8-339b-5b01-9ee1-1bb934606eb7,Everton Lunchtime 12 & 12,12:30,1hr 5mins,SO41 0JY,50.747633,-1.59389,Everton Pavilion,"Frys Lane,Everton",flags.blissful.crown,Thursday,False,False,False,False,,,,Birmingham,Midlands,England,Alcoholics Anonymous
73bd5aac-9728-52df-a3c2-9647eb19b421,Altrincham As Bill Sees It,19:30,1hr,WA14 2TQ,53.378947,-2.362826,The Bowden Rooms,"The Firs, Bowden",nerve.dirt.panel,Tuesday,False,False,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
f596e79a-b4ab-5d53-be7d-c69cf7f92166,Chelmsford Feelings,20:00,1hr 30mins,CM2 0HG,51.729545,0.473598,Hall Street Presbyterian Church,Crnr Of Hall St/Roman Rd,acted.actual.spark,Tuesday,False,True,False,True,All mtgs 'open'.,,,Cheshire East,North West,England,Alcoholics Anonymous
57ab355f-8dbc-5edc-b187-fade5f14e978,Barking Lunchtime Step,12:30,1hr 30mins,IG11 8AL,51.537798,0.077595,Barking Methodist Church,41 London Rd,cost.senses.signal,Friday,False,True,False,True,All mtgs 'open'.,,,City Of London,London (North),England,Alcoholics Anonymous
7a026d11-41c5-5489-a920-358a0eb09dab,Barking East End Lunch,12:30,1hr 30mins,IG11 8AL,51.537798,0.077595,Barking Methodist Church,41 London Rd,cost.senses.signal,Tuesday,False,True,False,True,All mtgs 'open'.,,,Cork,Republic of Ireland,England,Alcoholics Anonymous
49fd64f9-c7d3-59a8-9aa4-4816f04c6173,Sunderland St Oswald's Discussion,13:00,1hr,SR4 9QY,54.88787,-1.444055,St Oswald's Church,"Gladwyn Rd,Grindon",deputy.even.probe,Wednesday,False,True,True,True,All mtgs 'open'.,,,Coventry and Warwickshire,Midlands,England,Alcoholics Anonymous
50b9739e-6ec9-54ef-9ee3-9c112291ea6b,Kingston-Upon-Thames,19:30,1hr 30mins,KT2 6AB,51.416242,-0.298943,St Lukes Church,62A Gibbon Rd,yard.flames.signal,Tuesday,False,True,False,False,,,,Derry,Northern Ireland,England,Alcoholics Anonymous
0e7b6763-d9cf-5616-a8f7-86cc56c0d9b5,Leytonstone Step & Tradition,20:00,1hr 30mins,E11 1AY,51.57085,0.003442,Ground Floor,"Leytonstone United Free Church,55 Wallwood Rd",putty.rash.votes,Tuesday,False,True,False,True,'Open' mtgs on request.,,,Donegal,Republic of Ireland,England,Alcoholics Anonymous
