Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
b133b92f-7194-54b9-8980-294f77e9af5e,A Woman's Way Through The Twelve Steps,19:00,1hr 15mins,CV36 4DY,52.066217,-1.632041,Catholic Church Of Our Lady & St Michael,Darlingscote Rd,dumpling.gadget.operated,Sunday,False,True,False,False,,,,,,England,Alcoholics Anonymous
05e95c78-10e2-5bba-94d9-274b907920af,Acton Living Sober With The Steps,17:30,1hr,W3 8AA,51.506165,-0.269336,Emmaus House,3 Berrymead Gardens,system.comet.stuck,Sunday,False,True,True,True,All mtgs 'open'.,,Chit system available.,,,England,Alcoholics Anonymous
5f183a0b-ec90-5990-97af-e08dd7cd1b62,Bridlington Themed/Open Discussion,19:30,1hr 30mins,YO15 3EP,54.084338,-0.198695,The Old Parcel Office,Station Approach,traded.solve.anyway,Tuesday,False,True,False,True,2nd Mon each month 'open'.,,,,,England,Alcoholics Anonymous
b1c211c2-97e3-573c-9255-6bf91578a668,Kidderminster,19:30,1hr 30mins,DY10 2NP,52.393419,-2.246322,Salvation Army,"Jerusalem Walk,Off Queen St",policy.bits.hero,Tuesday,False,True,True,True,'Open' mtgs on request.,,Chit system available.,,,England,Alcoholics Anonymous
99aed7d6-4187-5c2a-a42b-4968988ef77a,Kidderminster,19:30,1hr 30mins,DY10 2NP,52.393419,-2.246322,Salvation Army,"Jerusalem Walk,Off Queen St",policy.bits.hero,Thursday,False,True,True,True,'Open' mtgs on request.,,Chit system available.,,,England,Alcoholics Anonymous
93e0c135-afe2-5c14-8537-9fd424710dad,Lincoln Mint Lane Big Book Study,19:30,1hr,LN1 1UD,53.229828,-0.541622,Mint Lane Cafe,12 Mint Lane,dawn.moth.begins,Wednesday,False,False,False,False,,,,,,England,Alcoholics Anonymous
5b48856b-88ec-5029-bb02-53892b1fa65b,New Cross Nareszcie Polish Speaking,19:30,1hr,SE14 6TJ,51.474937,-0.02749,466 New Cross Rd,466 New Cross Rd,noon.plots.fuel,Tuesday,False,False,True,True,All mtgs 'open'.,,Chit system available.,,,England,Alcoholics Anonymous
60c6644b-a96f-56ac-926e-513a5100e699,Sober In Shoreditch,20:00,1hr 30mins,N1 6NP,51.530534,-0.083638,St John's The Baptist Church,Pitfield St,wiping.damp.suffer,Thursday,False,False,True,False,,,Chit system available.,,,England,Alcoholics Anonymous
bc032f56-3042-5af3-a201-09815766c891,Liskeard Recovery - A Woman's Perspective,18:15,1hr,PL14 6BW,50.455709,-4.466296,The New Room,3-5 West St,cropping.exulted.elated,Thursday,False,True,False,True,'Open' mtgs on request.,,,Antrim,Northern Ireland,England,Alcoholics Anonymous
95cede52-46d7-50af-918e-0fcbec791fdc,Bridlington Step Discussion,19:30,1hr 30mins,YO15 3EP,54.084338,-0.198695,The Old Parcel Office,Station Approach,traded.solve.anyway,Friday,False,True,False,True,Last Fri each month 'open'.,,,Armagh,Northern Ireland,England,Alcoholics Anonymous
dffe407c-3018-5d5e-a9f6-8c82bd88f251,Dawlish,19:30,1hr 15mins,EX7 9AP,50.581642,-3.475626,Room 4A,"The Manor House,Old Town St",composts.sulk.rainy,Friday,False,False,False,True,Last Fri each month 'open'.,,,Birmingham,Midlands,England,Alcoholics Anonymous
def84ffd-4962-5fa2-a687-36cb94fa53a6,West End Venice Beach,18:30,1hr,W1W 6HS,51.520058,-0.140077,St Charles Borromeo Church,8 Ogle St.,duke.frozen.making,Wednesday,False,False,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
31e9cc6a-1057-5bab-b30a-ee16c8636013,Portsmouth Zycie Polish Speaking,19:00,1hr 30mins,PO5 2PL,50.785742,-1.077242,St Swthun's Church,"105 Waverley Rd,Southsea",supporter.chose.jams,Saturday,False,False,True,True,All mtgs 'open'.,,Chit system available.,Brighton Area,South East,England,Alcoholics Anonymous
58d906a4-6483-523a-9161-58ca4239a754,Todmorden LGBTQ+ & Allies,19:00,1hr,OL14 7LD,53.712226,-2.099201,The Kindness Hub,36 Rochdale Rd,voucher.gobblers.intruders,Friday,False,False,False,False,,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
c10d6152-b246-5589-8546-22f73a04e490,Soho Late Lunch With Bill,13:30,1hr,WC2H 0EW,51.515109,-0.130276,Soho Recovery Centre,123 Charing Cross Rd,tuck.drum.transit,Saturday,False,False,False,False,,,,Chiltern and Thames,South Midlands,England,Alcoholics Anonymous
58772dc4-7ba5-542a-a9ac-4618039e9bbb,Bromley,19:30,1hr 30mins,BR1 3NS,51.409196,0.0145,Bromley Methodist Church (1St Floor),College Rd,paths.post.spoken,Monday,False,False,False,True,Last Mon each month 'open'.,,"Carpark access is via North St, BR1 1SB. Vehicles must be registered on entry to the church or parking fines will be issued.",Cork,Republic of Ireland,England,Alcoholics Anonymous
c663400b-b4ca-5704-b817-8e97d1696f04,Chacewater,19:30,1hr 30mins,TR4 8PY,50.256664,-5.156671,The WI Hall,Chacewater Main Car Park,sounding.padding.abstracts,Monday,False,True,False,True,'Open' mtgs on request.,,,Cork,Republic of Ireland,England,Alcoholics Anonymous
87620422-a740-5025-8580-4a107b388f33,Chichester,19:30,1hr 30mins,PO19 1NX,50.838072,-0.775324,1St Floor,"Quaker House,Priory Rd",tells.monkey.drape,Friday,False,False,False,True,1st Fri each month 'open'.,,,Cork,Republic of Ireland,England,Alcoholics Anonymous
f4075d10-8a5e-54fc-8e2a-faf642c14e18,Chichester Emotions In Recovery Physical & Online,18:00,1hr 15mins,PO19 1XB,50.832571,-0.77641,St Richard's Church,Cawley Rd,water.list.porch,Sunday,False,True,False,False,,,Parallel zoom mtg - https://us02web.zoom.us/j/510144171?pwd=UzBiUldwMCtBZEVJdVM3aGFHbWk1Zz09 Password: Recovery,Cork,Republic of Ireland,England,Alcoholics Anonymous
c46c189c-783e-53a6-bf5b-8495ebbde4c8,Sturminster Newton,11:00,1hr 30mins,DT10 1DR,50.933045,-2.304247,Stourvale Day Centre,Bath Rd,wipe.miracle.placidly,Sunday,False,True,False,True,First Sun each month 'open'.,,,Coventry and Warwickshire,Midlands,England,Alcoholics Anonymous
a08c6c5c-af6d-536a-a846-d0fced1a7545,Bournemouth Sacred Heart,20:00,1hr 15mins,BH1 1BZ,50.721097,-1.877644,Sacred Heart Church,Richmond Hill,fame.pots.decide,Monday,False,False,False,False,,,,Donegal,Republic of Ireland,England,Alcoholics Anonymous
5a3d094a-c795-5bf5-abc2-7d41670527fd,Newcastle Pogoda Ducha Polish Speaking,15:00,1hr 30mins,NE4 7JN,54.967175,-1.625817,George Street Social,45-51 George St,voter.groom.needed,Saturday,False,False,False,False,,,,Down,Northern Ireland,England,Alcoholics Anonymous
1f6767b3-b46d-5258-a93b-dfd9db988f59,Doncaster Living Sober Hybrid,18:50,1hr 40mins,DN1 1BZ,53.522647,-1.135192,Sober Social,18 Priory Place,faster.push.facing,Monday,False,True,False,True,All mtgs 'open'.,,Zoom Meeting ID : 814 4489 1739  Passcode : SYNED,Dublin,Republic of Ireland,England,Alcoholics Anonymous
34408087-a5d8-5016-a62e-9b4d8b57169f,Hayle,19:30,1hr 30mins,TR27 4BT,50.188273,-5.418783,St Elwyn's Church Hall,Hayle Terrace,shortage.commoners.sums,Friday,False,True,False,True,'Open' mtgs on request.,,,Dumbarton,South West Scotland,England,Alcoholics Anonymous
e67a5136-c193-55da-961e-6ef9b97ff9b2,Colne,19:30,1hr 15mins,BB8 0SY,53.856159,-2.170889,Open Door Project,1 Great George St,down.starter.attitudes,Tuesday,False,False,False,True,'Open' mtgs on request.,,,Durham and Cleveland,North East,England,Alcoholics Anonymous
0ee3dca7-29a1-590c-9d5b-4144483a48a6,Winchester AA Study Group,19:00,1hr,SO23 8BW,51.064393,-1.314832,St Peters Church,Jewry St,explained.chipper.microfilm,Saturday,False,True,False,True,All mtgs 'open'.,,,Durham and Cleveland,North East,England,Alcoholics Anonymous
fbaca1fb-0a09-5e83-badb-e8bb28008593,Bristol Clifton Hybrid,20:00,1hr,BS8 4BT,51.45509,-2.620468,Randall Rm,"Church Of All Saints,68 Prembroke Rd,Clifton",sadly.once.notes,Wednesday,False,False,False,True,'Open' mtgs on request.,,Parallel meeting on Zoom ID: 865 9432 0775 No Password Email: cliftonwednesday@gmail.com,East London,London (North),England,Alcoholics Anonymous
b10de03d-a64b-5eef-9c64-a56c57c755fe,Hull Back To Basics,19:00,1hr,HU9 1TL,53.741269,-0.32392,Victoria Dock Village Hall & Community Centre,South Bridge Rd,range.useful.monday,Wednesday,False,True,False,True,'Open' mtgs on request.,,,East London,London (North),England,Alcoholics Anonymous
99a98e83-bc5e-5a0c-95db-60a2acdcb1db,Goudhurst,20:00,1hr,TN17 1BL,51.114128,0.462033,Goudhurst Church Hall Rooms,Back Lane,bright.perfectly.sweeper,Friday,False,True,True,True,Last Fri each month 'open'.,,The hall is open at 7.30pm for coffee and fellowship before the meeting starts at 8pm.,Essex,Eastern,England,Alcoholics Anonymous
da1b0c13-df12-501a-b594-a53548adc486,Peterborough Share,19:15,1hr 30mins,PE1 5EN,52.578797,-0.230011,East Community Centre,Padholme Rd,finger.supply.gross,Friday,False,True,False,True,'Open' on request.,,Maximum 15 persons permitted (first come basis),Fenland,Eastern,England,Alcoholics Anonymous
4be35df0-1ea1-5378-9688-31c5337c04ab,Chacewater Physical & Online,11:00,1hr 40mins,TR4 8PY,50.256664,-5.156671,The WI Hall,Chacewater Main Car Park,sounding.padding.abstracts,Sunday,False,True,False,True,'Open' mtgs on request.,,Zoom Meeting ID: 3542714206170689  Password: 170689,Galway,Republic of Ireland,England,Alcoholics Anonymous
e9e15011-52a5-5f98-960b-c1d9b8d3b6e0,Bath On Awakening Physical & Online,07:30,1hr,BA1 5LJ,51.384381,-2.360562,St Michael's Without,"Broad St,Bath",spoon.tower.trace,Friday,False,False,False,False,,,Also held on Zoom - Meeting ID: 89892261733 Passcode: 473497,Glasgow South,Glasgow,England,Alcoholics Anonymous
b3578fcc-c892-5ff9-b0a1-07be80749ba8,St Helier Steps & Traditions,19:00,1hr 30mins,JE2 4WR,49.1857482,-2.1020187,Salvation Army,"1St Floor,Minden Place",hydrant.pops.direct,Monday,False,True,False,False,,,Maximum of 20 attendees.,Liverpool City,North West,England,Alcoholics Anonymous
5e3766e7-cc1f-52e5-a3a4-57dbad392a16,Harefield,18:30,1hr,UB9 6BX,51.603473,-0.482039,St Mary's Church,High St,royal.vent.fool,Friday,False,True,False,True,Last Friday each month 'open'.,,,London North Middlesex,London (North),England,Alcoholics Anonymous
