Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
e9072330-b7a7-563a-b30f-2b50dc81aba8,Crieff Keep It Simple,19:00,1hr 30mins,PH7 3HR,56.370441,-3.84262,Crieff Cottage Hospital,King St,unopposed.sweeten.chose,Sunday,False,True,False,True,'Open' mtgs on request.,,There is a strict NHS No Smoking policy and we expect attendees to be responsible and not to smoke on hospital premises.,,,England,Alcoholics Anonymous
1237124c-b85e-5e98-a7a4-3b0b8b861b81,Rhodes Town,10:30,,,37.9919459,23.772459,Old Hospital,"Queen Olga,Red Cross St 3,Rhodes 85100 (Erithro Stavro)",stencil.plodded.cheaper,Saturday,False,False,False,False,,,This meeting is through the summer only from 15th April til 15th November.,,,England,Alcoholics Anonymous
920f36e1-d205-58d8-9c65-132feae710ea,St Brelade Women,18:00,1hr 30mins,JE3 8BS,49.1945341,-2.1835826,St Brelade Parish Hall,Le Neuve Route De St Brelade,scraper.bookseller.obsessive,Saturday,False,False,False,False,,,,,,England,Alcoholics Anonymous
85114bc3-9dd5-5531-8c5a-4eb985de8d0b,Kidderminster,19:30,1hr 30mins,DY10 2JL,52.391245,-2.247643,Trinity Methodist Church,Churchfields,shield.wire.boot,Tuesday,False,True,True,True,'Open' mtgs on request.,,Chit system available.,Black Country,Midlands,England,Alcoholics Anonymous
dc3cadc4-fd6e-539b-b56e-18dc58dce2a6,Kidderminster,19:30,1hr 30mins,DY10 2JL,52.391245,-2.247643,Trinity Methodist Church,Churchfields,shield.wire.boot,Thursday,False,True,True,True,'Open' mtgs on request.,,Chit system available.,Black Country,Midlands,England,Alcoholics Anonymous
a6242b02-e20a-5f91-9bc1-da9b30ff5e93,Bournemouth Sacred Heart,20:00,1hr 15mins,BH4 9AE,50.722419,-1.903843,Immaculate Lady Church,"33 Seamoor Rd,Westbourne",nest.blur.patrol,Monday,False,False,False,False,,,,Bournemouth District,South West,England,Alcoholics Anonymous
3396d456-39a8-589d-baae-e2cad6a28ecb,Brighton Young Persons,18:30,1hr 15mins,BN1 3FH,50.825342,-0.148384,St Mary Magdalen's Church Hall,55 Upper North St,hill.secure.fats,Thursday,False,False,False,False,,,,Brighton Area,South East,England,Alcoholics Anonymous
eeb77028-c2d3-54af-b1df-1981973f8762,Bristol A Vision For You,19:30,1hr,BS8 1NU,51.458581,-2.608394,Victoria Methodist Church,1A Whiteladies Rd,stand.saves.hobby,Monday,False,True,False,True,All mtgs 'open'.,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
a66459fe-2b90-548f-8d1f-b390f644a486,Bristol Clifton,20:00,1hr,BS8 4BT,51.45509,-2.620468,Randall Rm,"Church Of All Saints,68 Prembroke Rd,Clifton",sadly.once.notes,Wednesday,False,False,False,True,'Open' mtgs on request.,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
99c20942-ebd6-5cdb-ac4d-2049a5b0628e,Heaton Chapel Big Book Study,13:00,1hr 30mins,SK4 5AE,53.4192235,-2.1875535,St Thomas's Church,Wellington Rd North,market.storm.armed,Wednesday,False,True,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
e8c71734-d869-5c75-8b65-fec396446fe1,Macclesfield King Edward Meditation,19:00,1hr 30mins,SK10 1AA,53.261274,-2.129075,King Edward Chapel,4 King Edward St,sulk.bigger.riots,Sunday,False,True,False,False,,,A 20 minute meditation session followed by a general share.,Cheshire East,North West,England,Alcoholics Anonymous
