Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Region,Area,Country,Type
3b6b790f-a6f8-5a60-ab57-6464195bb044,Stepps ODAAT,20:00,1hr 45mins,G33 6FH,55.893954,-4.140062,Stepps Cultural Centre,10 Blenheim Ave,tummy.bunny.orange,Monday,False,True,False,True,All mtgs 'open'.,,No meeting held on any Bank Holiday Monday.,,,England,Alcoholics Anonymous
7fcee19a-38d6-5e3b-829c-2ca11c6ec0aa,Birmingham Digbeth,20:00,1hr 30mins,B9 4DY,52.475965,-1.880982,SIFA,48-52 Allcock St,flap.delay.vocab,Monday,False,True,False,True,Allmtgs 'open'.,,The mtg falls into the congestion charge zone. We advise attendees to check whether their vehicles will be charged using the government website.,Birmingham,Midlands,England,Alcoholics Anonymous
e3663ff4-58e4-52b2-a99b-b4268cb09ce5,Bromsgrove Living Sober,20:00,1hr,B60 1AS,52.335479,-2.055578,Bromsgrove Methodist Centre,19 Stratford Rd,active.snap.sting,Thursday,False,True,False,True,'Open' mtgs on request.,,,Birmingham,Midlands,England,Alcoholics Anonymous
2c2eb764-d3b9-5115-befb-2b4ea5d1a3e8,Sutton Coldfield,20:00,1hr 30mins,B73 6AA,52.563825,-1.824317,The Almond Room,"United Reformed Church Hall,Brassington Ave",solve.rarely.voter,Monday,False,True,False,False,,,No meetings are held on Bank Holiday Mondays.,Birmingham,Midlands,England,Alcoholics Anonymous
bfa1ea39-5052-5f60-8012-b95ca6a655dc,Dudley Top Church,19:30,1hr 30mins,DY1 1QD,52.508842,-2.087268,Top Church,High St,guilty.piano.moons,Monday,False,True,True,True,'Open' mtgs on request.,,Chit system available.,Black Country,Midlands,England,Alcoholics Anonymous
d9aa5c96-0a82-5a20-8b83-1fefccb84a6d,Blackpool Hope In The Harbour,19:30,1hr 15mins,FY4 4FE,53.800425,-2.98929,The Harbour NHS Site,Preston New Rd,nests.voice.towns,Tuesday,False,True,False,True,All mtgs 'open'.,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
d36d8bd4-9704-5d04-95dc-af39ce5e2126,Blackpool Ladies Big Book Study & Share,18:30,1hr,FY4 3PT,53.78512,-3.033133,Lostock Gardens Community Centre,Clayton Cres,zooms.wool.using,Sunday,True,True,False,False,,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
9fc76634-c8fc-5122-b7f2-e383aacebbc1,Wesham,19:30,,PR4 3DR,53.790697,-2.88428,Wesham Community Centre,Church Rd,pizzas.cracking.handrail,Wednesday,False,False,False,True,1st Wed each month 'open'.,,,"Blackpool, Fylde and Wyre",North West,England,Alcoholics Anonymous
b6233524-3339-5c1c-b705-b1f043f742e4,Westbourne Women Step & Tradition,12:30,1hr 15mins,BH4 9DN,50.722335,-1.900712,West Cliff Baptist Church,Wesbourne,gifts.took.stow,Friday,False,False,False,False,,,,Bournemouth District,South West,England,Alcoholics Anonymous
0ce2839d-0941-5f3c-817b-99285490a118,"Bristol Happy, Joyous & Free",19:00,1hr,BS16 3QG,51.474492,-2.53123,St John's Church Hall,Lodge Causeway,remove.alarm.editor,Friday,False,True,False,True,All mtgs 'open'.,,Doors open 18.30.,Bristol and District,South Midlands,England,Alcoholics Anonymous
b771d5eb-cfad-51cf-afa6-7629b3515571,Bristol Newcomers Feelings,19:00,1hr,BS8 1LL,51.457371,-2.612568,University Catholic Chaplaincy,"103 Queens Rd,Clifton",birds.glow.cliff,Saturday,False,False,False,False,,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
183b13a3-ca99-5b67-9e7f-195d07512128,Bristol Newcomers Speaker,20:00,1hr,BS8 1LL,51.457371,-2.612568,University Catholic Chaplaincy,"103 Queens Rd,Clifton",birds.glow.cliff,Monday,False,False,False,True,All mtgs 'open'.,,Open speaker meeting.,Bristol and District,South Midlands,England,Alcoholics Anonymous
8ead171b-b4ac-5c64-81c6-f3f1176e4a9d,Bristol Newcomers Step And Tradition,19:30,1hr,BS8 1LL,51.457371,-2.612568,University Catholic Chaplaincy,"103 Queens Rd,Clifton",birds.glow.cliff,Wednesday,False,False,False,False,,,Email: Newcomers.clifton@gmail.com,Bristol and District,South Midlands,England,Alcoholics Anonymous
b77af2f2-82d3-570c-a5eb-32b2b1df2282,Bristol Uwierzylismy Polish Speaking,19:00,1hr,BS11 0QP,51.498776,-2.664219,Community Church,170 Kings Weston Ln,loaded.film.audio,Wednesday,False,False,False,False,,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
86ffb24b-9652-53f2-9073-7044c00b5e1c,Bristol Young & Young At Heart,18:30,1hr,BS6 5BX,51.473019,-2.584095,St Bart's Parish Hall,"Sommerville Rd,St Andrew's",tester.strong.stands,Friday,False,True,False,False,,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
475a5f15-dd42-51f7-a55f-0a6679167878,Lodge Causeway,15:00,1hr,BS16 3QG,51.474492,-2.53123,St John's Church Hall,Lodge Causeway,remove.alarm.editor,Sunday,True,True,False,True,All mtgs 'open'.,,,Bristol and District,South Midlands,England,Alcoholics Anonymous
5eebe980-7f80-533d-abc0-70fa78c0c81a,Handforth St Chads,19:30,1hr 15mins,SK9 3ES,53.349167,-2.214727,St Chads Parish Church,Wilmslow Rd (Next To Health Centre),abode.focal.seated,Thursday,False,False,False,False,,,,Cheshire East,North West,England,Alcoholics Anonymous
0f931f37-b3c8-53ac-93eb-c5eb371bcbf6,Beaconsfield Life After 10 Hybrid,17:30,1hr,HP9 2JW,51.600237,-0.636436,The Fitzwilliams Centre,"Windsor End,Old Town",cones.oven.rabble,Sunday,False,False,False,False,,,Also held on Zoom - Meeting ID: 834 6464 3974,Chiltern and Thames,South Midlands,England,Alcoholics Anonymous
96b9db57-9198-5b3a-a1ae-81dc0da50e5a,Iver Recovery,19:30,1hr 30mins,SL0 9DD,51.501974,-0.506689,St Leonards Hall,"St Leonards Walk,Richings Park",spray.bunch.bleat,Sunday,False,True,True,True,'Open' mtgs on request.,,,Chiltern and Thames,South Midlands,England,Alcoholics Anonymous
cc16c572-5b68-57fd-9c16-3552dd93ebba,Maidenhead,20:00,1hr 30mins,SL6 4HE,51.51996,-0.736605,All Saints Church,Boyne Hill Rd,added.bunny.sheet,Friday,False,True,False,True,Last Fri each mnth 'open'.,,Cjhit system available.,Chiltern and Thames,South Midlands,England,Alcoholics Anonymous
d73cd78c-2d89-5bcd-94bb-3639d8e824f3,City Breakfast,07:30,1hr,EC3V 9EA,51.512516,-0.086472,St Edmund The King Church,Lombard St (Side Entrance In George Yard),woes.harder.modes,Monday,False,True,True,True,All mtgs 'open'.,,No mtg Bank Holiday.,City Of London,London (North),England,Alcoholics Anonymous
